,Unnamed: 0,Provider,Provider Country,Developer Proceeds,Begin Date,End Date,Customer Currency,Country Code,Currency of Proceeds,Customer Price,Device,Supported Platforms
311,311,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,-6.99,iPhone,iOS
313,313,APPLE,US,0.0,12/1/2007,12/1/2007,HUF,HU,HUF,0.0,iPhone,iOS
314,314,APPLE,US,109.34,12/1/2007,12/1/2007,CZK,CZ,CZK,189.0,iPhone,iOS
315,315,APPLE,US,0.0,12/1/2007,12/1/2007,HRK,HR,HRK,0.0,iPad,iOS
316,316,APPLE,US,6.29,12/1/2007,12/1/2007,CAD,CA,CAD,8.99,iPhone,iOS
317,317,APPLE,US,99.57,12/1/2007,12/1/2007,MXN,MX,MXN,-165.0,iPhone,iOS
318,318,APPLE,US,0.0,12/1/2007,12/1/2007,JPY,JP,JPY,0.0,iPhone,iOS
319,319,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,DE,EUR,0.0,iPhone,iOS
320,320,APPLE,US,15.33,12/1/2007,12/1/2007,ILS,IL,ILS,21.9,iPhone,iOS
321,321,APPLE,US,0.0,12/1/2007,12/1/2007,USD,CM,USD,0.0,iPhone,iOS
322,322,APPLE,US,0.0,12/1/2007,12/1/2007,USD,US,USD,0.0,iPhone,iOS
323,323,APPLE,US,0.0,12/1/2007,12/1/2007,USD,MN,USD,0.0,iPhone,iOS
324,324,APPLE,US,0.0,12/1/2007,12/1/2007,AED,AE,AED,0.0,iPhone,iOS
326,326,APPLE,US,37.1,12/1/2007,12/1/2007,HKD,HK,HKD,53.0,iPhone,iOS
328,328,APPLE,US,4.9,12/1/2007,12/1/2007,USD,MZ,USD,6.99,iPhone,iOS
329,329,APPLE,US,3.98,12/1/2007,12/1/2007,EUR,PT,EUR,6.99,iPhone,iOS
330,330,APPLE,US,69.4,12/1/2007,12/1/2007,MXN,MX,MXN,115.0,iPhone,iOS
331,331,APPLE,US,4.08,12/1/2007,12/1/2007,EUR,SK,EUR,6.99,iPhone,iOS
332,332,APPLE,US,109.34,12/1/2007,12/1/2007,CZK,CZ,CZK,189.0,iPhone,iOS
333,333,APPLE,US,44.24,12/1/2007,12/1/2007,NOK,NO,NOK,79.0,iPhone,iOS
334,334,APPLE,US,44.24,12/1/2007,12/1/2007,NOK,NO,NOK,79.0,iPhone,iOS
335,335,APPLE,US,0.0,12/1/2007,12/1/2007,RON,RO,RON,0.0,iPhone,iOS
336,336,APPLE,US,4.9,12/1/2007,12/1/2007,USD,KW,USD,6.99,iPhone,iOS
340,340,APPLE,US,16.99,12/1/2007,12/1/2007,USD,US,USD,19.99,iPhone,iOS
341,341,APPLE,US,8.16,12/1/2007,12/1/2007,BGN,BG,BGN,13.99,iPhone,iOS
342,342,APPLE,US,3.47,12/1/2007,12/1/2007,GBP,GB,GBP,5.99,iPhone,iOS
343,343,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,BA,EUR,0.0,iPhone,iOS
346,346,APPLE,US,42.0,12/1/2007,12/1/2007,SEK,SE,SEK,75.0,iPhone,iOS
347,347,APPLE,US,3.47,12/1/2007,12/1/2007,GBP,GB,GBP,5.99,iPhone,iOS
348,348,APPLE,US,6.29,12/1/2007,12/1/2007,CAD,CA,CAD,8.99,iPhone,iOS
349,349,APPLE,US,244.3,12/1/2007,12/1/2007,PHP,PH,PHP,349.0,iPhone,iOS
351,351,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,IT,EUR,0.0,iPhone,iOS
352,352,APPLE,US,73.04,12/1/2007,12/1/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
353,353,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,BE,EUR,0.0,iPad,iOS
354,354,APPLE,US,0.0,12/1/2007,12/1/2007,TZS,TZ,TZS,0.0,iPhone,iOS
355,355,APPLE,US,15.33,12/1/2007,12/1/2007,ILS,IL,ILS,21.9,iPhone,iOS
356,356,APPLE,US,0.0,12/1/2007,12/1/2007,CAD,CA,CAD,0.0,iPhone,iOS
357,357,APPLE,US,0.0,12/1/2007,12/1/2007,USD,BO,USD,0.0,iPhone,iOS
358,358,APPLE,US,0.0,12/1/2007,12/1/2007,USD,KG,USD,0.0,iPhone,iOS
360,360,APPLE,US,0.0,12/1/2007,12/1/2007,USD,RW,USD,0.0,iPhone,iOS
361,361,APPLE,US,0.0,12/1/2007,12/1/2007,KZT,KZ,KZT,0.0,iPhone,iOS
362,362,APPLE,US,0.0,12/1/2007,12/1/2007,USD,LB,USD,0.0,iPhone,iOS
363,363,APPLE,US,8.16,12/1/2007,12/1/2007,BGN,BG,BGN,13.99,iPhone,iOS
364,364,APPLE,US,0.0,12/1/2007,12/1/2007,CNY,CN,CNY,0.0,iPhone,iOS
365,365,APPLE,US,0.0,12/1/2007,12/1/2007,NOK,NO,NOK,0.0,iPhone,iOS
366,366,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,-6.99,iPhone,iOS
367,367,APPLE,US,0.0,12/1/2007,12/1/2007,TWD,TW,TWD,0.0,iPhone,iOS
368,368,APPLE,US,0.0,12/1/2007,12/1/2007,USD,MN,USD,0.0,iPhone,iOS
369,369,APPLE,US,30.8,12/1/2007,12/1/2007,DKK,DK,DKK,55.0,iPhone,iOS
370,370,APPLE,US,6.29,12/1/2007,12/1/2007,CAD,CA,CAD,8.99,iPhone,iOS
371,371,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,-6.99,iPhone,iOS
373,373,APPLE,US,42.8,12/1/2007,12/1/2007,TRY,TR,TRY,77.99,iPhone,iOS
374,374,APPLE,US,19.53,12/1/2007,12/1/2007,PEN,PE,PEN,27.9,iPhone,iOS
375,375,APPLE,US,0.0,12/1/2007,12/1/2007,USD,PA,USD,0.0,iPhone,iOS
376,376,APPLE,US,0.0,12/1/2007,12/1/2007,MYR,MY,MYR,0.0,iPhone,iOS
377,377,APPLE,US,0.0,12/1/2007,12/1/2007,USD,US,USD,0.0,iPhone,iOS
378,378,APPLE,US,4.55,12/1/2007,12/1/2007,CHF,CH,CHF,7.0,iPhone,iOS
379,379,APPLE,US,2.84,12/1/2007,12/1/2007,EUR,IT,EUR,4.99,iPhone,iOS
381,381,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,DE,EUR,0.0,iPad,iOS
382,382,APPLE,US,8.16,12/1/2007,12/1/2007,BGN,BG,BGN,13.99,iPhone,iOS
383,383,APPLE,US,0.0,12/1/2007,12/1/2007,USD,UA,USD,0.0,iPad,iOS
384,384,APPLE,US,0.0,12/1/2007,12/1/2007,USD,BY,USD,0.0,iPhone,iOS
386,386,APPLE,US,0.0,12/1/2007,12/1/2007,CNY,CN,CNY,0.0,iPhone,iOS
387,387,APPLE,US,4.02,12/1/2007,12/1/2007,EUR,FR,EUR,6.99,iPhone,iOS
388,388,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,6.99,iPhone,iOS
389,389,APPLE,US,0.0,12/1/2007,12/1/2007,USD,JO,USD,0.0,iPhone,iOS
390,390,APPLE,US,0.0,12/1/2007,12/1/2007,NZD,NZ,NZD,0.0,iPhone,iOS
392,392,APPLE,US,42.8,12/1/2007,12/1/2007,TRY,TR,TRY,77.99,iPhone,iOS
393,393,APPLE,US,3824.0,12/1/2007,12/1/2007,CLP,CL,CLP,6500.0,iPhone,iOS
394,394,APPLE,US,12.78,12/1/2007,12/1/2007,SAR,SA,SAR,20.99,iPhone,iOS
395,395,APPLE,US,0.0,12/1/2007,12/1/2007,RUB,RU,RUB,0.0,iPhone,iOS
397,397,APPLE,US,42.0,12/1/2007,12/1/2007,SEK,SE,SEK,75.0,iPhone,iOS
398,398,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,-6.99,iPhone,iOS
399,399,APPLE,US,4.9,12/1/2007,12/1/2007,USD,EC,USD,6.99,iPhone,iOS
401,401,APPLE,US,20.58,12/1/2007,12/1/2007,RON,RO,RON,34.99,iPhone,iOS
403,403,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,LT,EUR,0.0,iPhone,iOS
404,404,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,FR,EUR,0.0,iPhone,iOS
405,405,APPLE,US,18.66,12/1/2007,12/1/2007,AED,AE,AED,27.99,iPhone,iOS
409,409,APPLE,US,0.0,12/1/2007,12/1/2007,USD,NP,USD,0.0,iPad,iOS
410,410,APPLE,US,73.04,12/1/2007,12/1/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
411,411,APPLE,US,20.58,12/1/2007,12/1/2007,RON,RO,RON,34.99,iPhone,iOS
412,412,APPLE,US,3824.0,12/1/2007,12/1/2007,CLP,CL,CLP,6500.0,iPhone,iOS
413,413,APPLE,US,546.0,12/1/2007,12/1/2007,JPY,JP,JPY,780.0,iPhone,iOS
414,414,APPLE,US,0.0,12/1/2007,12/1/2007,USD,US,USD,0.0,iPhone,iOS
417,417,APPLE,US,0.0,12/1/2007,12/1/2007,GBP,GB,GBP,0.0,iPad,iOS
418,418,APPLE,US,0.0,12/1/2007,12/1/2007,JPY,JP,JPY,0.0,iPad,iOS
419,419,APPLE,US,42.0,12/1/2007,12/1/2007,SEK,SE,SEK,75.0,iPhone,iOS
420,420,APPLE,US,0.0,12/1/2007,12/1/2007,VND,VN,VND,0.0,iPhone,iOS
421,421,APPLE,US,4.18,12/1/2007,12/1/2007,EUR,LU,EUR,6.99,iPhone,iOS
422,422,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,-6.99,iPhone,iOS
423,423,APPLE,US,3.47,12/1/2007,12/1/2007,GBP,GB,GBP,5.99,iPhone,iOS
424,424,APPLE,US,349.42,12/1/2007,12/1/2007,RUB,RU,RUB,599.0,iPhone,iOS
425,425,APPLE,US,0.0,12/1/2007,12/1/2007,CAD,CA,CAD,0.0,iPhone,iOS
426,426,APPLE,US,1868.75,12/1/2007,12/1/2007,KZT,KZ,KZT,2990.0,iPhone,iOS
428,428,APPLE,US,19352.94,12/1/2007,12/1/2007,COP,CO,COP,32900.0,iPhone,iOS
429,429,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,6.99,iPhone,iOS
430,430,APPLE,US,0.0,12/1/2007,12/1/2007,CLP,CL,CLP,0.0,iPhone,iOS
431,431,APPLE,US,0.0,12/1/2007,12/1/2007,NOK,NO,NOK,0.0,iPhone,iOS
432,432,APPLE,US,4.9,12/1/2007,12/1/2007,USD,JO,USD,6.99,iPhone,iOS
433,433,APPLE,US,3.95,12/1/2007,12/1/2007,EUR,FI,EUR,6.99,iPhone,iOS
434,434,APPLE,US,3.47,12/1/2007,12/1/2007,GBP,GB,GBP,5.99,iPhone,iOS
435,435,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,6.99,iPhone,iOS
436,436,APPLE,US,0.0,12/1/2007,12/1/2007,USD,EC,USD,0.0,iPhone,iOS
437,437,APPLE,US,6.68,12/1/2007,12/1/2007,AUD,AU,AUD,10.49,iPhone,iOS
439,439,APPLE,US,67.49,12/1/2007,12/1/2007,TRY,TR,TRY,122.99,iPhone,iOS
440,440,APPLE,US,0.0,12/1/2007,12/1/2007,NOK,NO,NOK,0.0,iPhone,iOS
441,441,APPLE,US,0.0,12/1/2007,12/1/2007,USD,LB,USD,0.0,iPhone,iOS
442,442,APPLE,US,3.98,12/1/2007,12/1/2007,EUR,IE,EUR,6.99,iPhone,iOS
443,443,APPLE,US,0.0,12/1/2007,12/1/2007,USD,KG,USD,0.0,iPad,iOS
444,444,APPLE,US,6.29,12/1/2007,12/1/2007,CAD,CA,CAD,8.99,iPhone,iOS
445,445,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,6.99,iPad,iOS
446,446,APPLE,US,3.98,12/1/2007,12/1/2007,EUR,IT,EUR,-6.99,iPhone,iOS
447,447,APPLE,US,0.0,12/1/2007,12/1/2007,SAR,SA,SAR,0.0,iPad,iOS
448,448,APPLE,US,6.29,12/1/2007,12/1/2007,CAD,CA,CAD,8.99,iPhone,iOS
449,449,APPLE,US,4.08,12/1/2007,12/1/2007,USD,AM,USD,6.99,iPhone,iOS
452,452,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,-6.99,iPhone,iOS
453,453,APPLE,US,42.8,12/1/2007,12/1/2007,TRY,TR,TRY,77.99,iPhone,iOS
454,454,APPLE,US,4.15,12/1/2007,12/1/2007,EUR,MT,EUR,6.99,iPad,iOS
455,455,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,FR,EUR,0.0,iPad,iOS
457,457,APPLE,US,0.0,12/1/2007,12/1/2007,DKK,DK,DKK,0.0,iPhone,iOS
458,458,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,6.99,iPhone,iOS
459,459,APPLE,US,5.94,12/1/2007,12/1/2007,USD,US,USD,6.99,iPhone,iOS
462,462,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,SI,EUR,0.0,iPhone,iOS
463,463,APPLE,US,4.74,12/1/2007,12/1/2007,USD,UY,USD,6.99,iPhone,iOS
464,464,APPLE,US,0.0,12/1/2007,12/1/2007,SEK,SE,SEK,0.0,iPhone,iOS
465,465,APPLE,US,68739.0,12/1/2007,12/1/2007,IDR,ID,IDR,109000.0,iPhone,iOS
466,466,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,6.99,iPhone,iOS
467,467,APPLE,US,0.0,12/1/2007,12/1/2007,RUB,RU,RUB,0.0,iPhone,iOS
468,468,APPLE,US,4.04,12/1/2007,12/1/2007,EUR,ES,EUR,6.99,iPhone,iOS
469,469,APPLE,US,0.0,12/1/2007,12/1/2007,USD,JO,USD,0.0,iPhone,iOS
470,470,APPLE,US,73.04,12/1/2007,12/1/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
472,472,APPLE,US,15.33,12/1/2007,12/1/2007,ILS,IL,ILS,21.9,iPhone,iOS
473,473,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,BE,EUR,0.0,iPhone,iOS
474,474,APPLE,US,0.0,12/1/2007,12/1/2007,RUB,RU,RUB,0.0,iPhone,iOS
478,478,APPLE,US,6.29,12/1/2007,12/1/2007,CAD,CA,CAD,8.99,iPad,iOS
479,479,APPLE,US,0.0,12/1/2007,12/1/2007,MXN,MX,MXN,0.0,iPhone,iOS
480,480,APPLE,US,18.25,12/1/2007,12/1/2007,SAR,SA,SAR,29.99,iPhone,iOS
481,481,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,IT,EUR,0.0,iPhone,iOS
482,482,APPLE,US,0.0,12/1/2007,12/1/2007,USD,AZ,USD,0.0,iPhone,iOS
483,483,APPLE,US,0.0,12/1/2007,12/1/2007,USD,LY,USD,0.0,iPhone,iOS
484,484,APPLE,US,7.3,12/1/2007,12/1/2007,NZD,NZ,NZD,11.99,iPhone,iOS
485,485,APPLE,US,3824.0,12/1/2007,12/1/2007,CLP,CL,CLP,6500.0,iPhone,iOS
486,486,APPLE,US,4.02,12/1/2007,12/1/2007,EUR,FR,EUR,6.99,iPhone,iOS
487,487,APPLE,US,99.57,12/1/2007,12/1/2007,MXN,MX,MXN,-165.0,iPhone,iOS
488,488,APPLE,US,15.33,12/1/2007,12/1/2007,ILS,IL,ILS,21.9,iPhone,iOS
489,489,APPLE,US,0.0,12/1/2007,12/1/2007,VND,VN,VND,0.0,iPhone,iOS
490,490,APPLE,US,19352.94,12/1/2007,12/1/2007,COP,CO,COP,32900.0,iPhone,iOS
491,491,APPLE,US,99.57,12/1/2007,12/1/2007,MXN,MX,MXN,165.0,iPhone,iOS
492,492,APPLE,US,0.0,12/1/2007,12/1/2007,RUB,RU,RUB,0.0,iPhone,iOS
493,493,APPLE,US,0.0,12/1/2007,12/1/2007,USD,RW,USD,0.0,iPhone,iOS
494,494,APPLE,US,3.47,12/1/2007,12/1/2007,GBP,GB,GBP,5.99,iPhone,iOS
495,495,APPLE,US,42.8,12/1/2007,12/1/2007,TRY,TR,TRY,77.99,iPhone,iOS
497,497,APPLE,US,3824.0,12/1/2007,12/1/2007,CLP,CL,CLP,-6500.0,iPhone,iOS
498,498,APPLE,US,0.0,12/1/2007,12/1/2007,AED,AE,AED,0.0,iPhone,iOS
499,499,APPLE,US,546.0,12/1/2007,12/1/2007,JPY,JP,JPY,780.0,iPhone,iOS
500,500,APPLE,US,4.9,12/1/2007,12/1/2007,USD,PY,USD,6.99,iPhone,iOS
501,501,APPLE,US,4.2,12/1/2007,12/1/2007,USD,KE,USD,6.99,iPhone,iOS
505,505,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,AT,EUR,0.0,iPhone,iOS
506,506,APPLE,US,0.0,12/1/2007,12/1/2007,USD,CG,USD,0.0,iPhone,iOS
507,507,APPLE,US,42.0,12/1/2007,12/1/2007,SEK,SE,SEK,75.0,iPhone,iOS
508,508,APPLE,US,4.08,12/1/2007,12/1/2007,EUR,EE,EUR,6.99,iPhone,iOS
510,510,APPLE,US,6.68,12/1/2007,12/1/2007,AUD,AU,AUD,10.49,iPhone,iOS
511,511,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,RS,EUR,0.0,iPhone,iOS
512,512,APPLE,US,0.0,12/1/2007,12/1/2007,USD,JM,USD,0.0,iPhone,iOS
513,513,APPLE,US,0.0,12/1/2007,12/1/2007,VND,VN,VND,0.0,iPhone,iOS
515,515,APPLE,US,51.48,12/1/2007,12/1/2007,EUR,ES,EUR,88.99,Desktop,iOS
516,516,APPLE,US,18.77,12/1/2007,12/1/2007,PLN,PL,PLN,32.99,iPhone,iOS
517,517,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,IT,EUR,0.0,iPhone,iOS
519,519,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,6.99,iPhone,iOS
521,521,APPLE,US,4.9,12/1/2007,12/1/2007,USD,SC,USD,6.99,iPhone,iOS
522,522,APPLE,US,0.0,12/1/2007,12/1/2007,USD,MD,USD,0.0,iPhone,iOS
523,523,APPLE,US,73.04,12/1/2007,12/1/2007,ZAR,ZA,ZAR,119.99,iPhone,iOS
524,524,APPLE,US,42.8,12/1/2007,12/1/2007,TRY,TR,TRY,77.99,iPhone,iOS
525,525,APPLE,US,37.1,12/1/2007,12/1/2007,HKD,HK,HKD,53.0,iPhone,iOS
526,526,APPLE,US,4.08,12/1/2007,12/1/2007,USD,UA,USD,6.99,iPhone,iOS
528,528,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,6.99,iPhone,iOS
529,529,APPLE,US,4.55,12/1/2007,12/1/2007,CHF,CH,CHF,7.0,iPhone,iOS
531,531,APPLE,US,0.0,12/1/2007,12/1/2007,COP,CO,COP,0.0,iPhone,iOS
532,532,APPLE,US,0.0,12/1/2007,12/1/2007,USD,US,USD,0.0,iPhone,iOS
533,533,APPLE,US,99.57,12/1/2007,12/1/2007,MXN,MX,MXN,165.0,iPhone,iOS
534,534,APPLE,US,0.0,12/1/2007,12/1/2007,USD,KE,USD,0.0,iPhone,iOS
535,535,APPLE,US,4.45,12/1/2007,12/1/2007,USD,BS,USD,6.99,iPhone,iOS
536,536,APPLE,US,3824.0,12/1/2007,12/1/2007,CLP,CL,CLP,6500.0,iPhone,iOS
537,537,APPLE,US,4.08,12/1/2007,12/1/2007,USD,AM,USD,6.99,iPhone,iOS
538,538,APPLE,US,0.0,12/1/2007,12/1/2007,USD,US,USD,0.0,iPhone,iOS
539,539,APPLE,US,0.0,12/1/2007,12/1/2007,USD,BS,USD,0.0,iPhone,iOS
540,540,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,GR,EUR,0.0,iPhone,iOS
541,541,APPLE,US,20.58,12/1/2007,12/1/2007,RON,RO,RON,34.99,iPhone,iOS
542,542,APPLE,US,99.57,12/1/2007,12/1/2007,MXN,MX,MXN,165.0,iPhone,iOS
543,543,APPLE,US,0.0,12/1/2007,12/1/2007,CAD,CA,CAD,0.0,iPhone,iOS
545,545,APPLE,US,0.0,12/1/2007,12/1/2007,HRK,HR,HRK,0.0,iPhone,iOS
547,547,APPLE,US,0.0,12/1/2007,12/1/2007,USD,AR,USD,0.0,iPhone,iOS
548,548,APPLE,US,0.0,12/1/2007,12/1/2007,USD,KG,USD,0.0,iPhone,iOS
549,549,APPLE,US,4.31,12/1/2007,12/1/2007,EUR,FR,EUR,7.49,iPhone,iOS
550,550,APPLE,US,0.0,12/1/2007,12/1/2007,USD,GE,USD,0.0,iPhone,iOS
553,553,APPLE,US,0.0,12/1/2007,12/1/2007,USD,EC,USD,0.0,iPhone,iOS
554,554,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,IT,EUR,0.0,iPad,iOS
555,555,APPLE,US,6.99,12/1/2007,12/1/2007,NZD,NZ,NZD,11.49,iPhone,iOS
556,556,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,ES,EUR,0.0,iPhone,iOS
558,558,APPLE,US,4.95,12/1/2007,12/1/2007,USD,UA,USD,8.49,iPhone,iOS
559,559,APPLE,US,17.49,12/1/2007,12/1/2007,QAR,QA,QAR,24.99,iPhone,iOS
560,560,APPLE,US,349.42,12/1/2007,12/1/2007,RUB,RU,RUB,599.0,iPhone,iOS
562,562,APPLE,US,1868.75,12/1/2007,12/1/2007,KZT,KZ,KZT,2990.0,iPhone,iOS
563,563,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,BE,EUR,0.0,iPhone,iOS
565,565,APPLE,US,99.57,12/1/2007,12/1/2007,MXN,MX,MXN,165.0,iPhone,iOS
566,566,APPLE,US,0.0,12/1/2007,12/1/2007,CAD,CA,CAD,0.0,iPad,iOS
567,567,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,FR,EUR,0.0,iPhone,iOS
568,568,APPLE,US,0.0,12/1/2007,12/1/2007,RUB,RU,RUB,0.0,iPad,iOS
569,569,APPLE,US,3.47,12/1/2007,12/1/2007,GBP,GB,GBP,5.99,iPhone,iOS
570,570,APPLE,US,3824.0,12/1/2007,12/1/2007,CLP,CL,CLP,6500.0,iPhone,iOS
572,572,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,RS,EUR,0.0,iPhone,iOS
573,573,APPLE,US,0.0,12/1/2007,12/1/2007,VND,VN,VND,0.0,iPad,iOS
574,574,APPLE,US,349.42,12/1/2007,12/1/2007,RUB,RU,RUB,599.0,iPhone,iOS
575,575,APPLE,US,25.13,12/1/2007,12/1/2007,BRL,BR,BRL,35.9,iPhone,iOS
576,576,APPLE,US,4.04,12/1/2007,12/1/2007,EUR,NL,EUR,6.99,iPhone,iOS
577,577,APPLE,US,0.0,12/1/2007,12/1/2007,BRL,BR,BRL,0.0,iPhone,iOS
578,578,APPLE,US,4.9,12/1/2007,12/1/2007,USD,CR,USD,6.99,iPhone,iOS
579,579,APPLE,US,25.13,12/1/2007,12/1/2007,BRL,BR,BRL,35.9,iPhone,iOS
580,580,APPLE,US,4.9,12/1/2007,12/1/2007,USD,SC,USD,6.99,iPhone,iOS
582,582,APPLE,US,0.0,12/1/2007,12/1/2007,USD,MA,USD,0.0,iPhone,iOS
583,583,APPLE,US,4.04,12/1/2007,12/1/2007,EUR,NL,EUR,6.99,iPhone,iOS
584,584,APPLE,US,4.9,12/1/2007,12/1/2007,USD,DO,USD,6.99,iPhone,iOS
585,585,APPLE,US,3.98,12/1/2007,12/1/2007,EUR,IT,EUR,6.99,iPhone,iOS
586,586,APPLE,US,8.16,12/1/2007,12/1/2007,BGN,BG,BGN,13.99,iPhone,iOS
588,588,APPLE,US,0.0,12/1/2007,12/1/2007,THB,TH,THB,0.0,iPhone,iOS
589,589,APPLE,US,4.9,12/1/2007,12/1/2007,USD,GT,USD,6.99,iPhone,iOS
590,590,APPLE,US,6.29,12/1/2007,12/1/2007,CAD,CA,CAD,8.99,iPhone,iOS
591,591,APPLE,US,1483.0,12/1/2007,12/1/2007,HUF,HU,HUF,2690.0,iPhone,iOS
592,592,APPLE,US,3.95,12/1/2007,12/1/2007,EUR,FI,EUR,6.99,iPhone,iOS
593,593,APPLE,US,0.0,12/1/2007,12/1/2007,USD,DO,USD,0.0,iPhone,iOS
594,594,APPLE,US,0.0,12/1/2007,12/1/2007,CAD,CA,CAD,0.0,iPhone,iOS
595,595,APPLE,US,30.8,12/1/2007,12/1/2007,DKK,DK,DKK,55.0,iPhone,iOS
596,596,APPLE,US,4.9,12/1/2007,12/1/2007,USD,DO,USD,6.99,iPhone,iOS
597,597,APPLE,US,111300.0,12/1/2007,12/1/2007,VND,VN,VND,159000.0,iPhone,iOS
598,598,APPLE,US,0.0,12/1/2007,12/1/2007,USD,LB,USD,0.0,iPad,iOS
599,599,APPLE,US,0.0,12/1/2007,12/1/2007,AUD,AU,AUD,0.0,iPad,iOS
600,600,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,IT,EUR,0.0,iPhone,iOS
601,601,APPLE,US,4.02,12/1/2007,12/1/2007,EUR,FR,EUR,-6.99,iPhone,iOS
602,602,APPLE,US,6.29,12/1/2007,12/1/2007,CAD,CA,CAD,8.99,iPhone,iOS
603,603,APPLE,US,18.66,12/1/2007,12/1/2007,AED,AE,AED,27.99,iPhone,iOS
604,604,APPLE,US,4.02,12/1/2007,12/1/2007,EUR,FR,EUR,6.99,iPhone,iOS
605,605,APPLE,US,20.58,12/1/2007,12/1/2007,RON,RO,RON,34.99,iPhone,iOS
607,607,APPLE,US,4.54,12/1/2007,12/1/2007,CAD,CA,CAD,6.49,iPhone,iOS
608,608,APPLE,US,4.55,12/1/2007,12/1/2007,CHF,CH,CHF,7.0,iPhone,iOS
609,609,APPLE,US,0.0,12/1/2007,12/1/2007,QAR,QA,QAR,0.0,iPhone,iOS
610,610,APPLE,US,4.9,12/1/2007,12/1/2007,USD,PA,USD,6.99,iPhone,iOS
611,611,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,FR,EUR,0.0,iPhone,iOS
612,612,APPLE,US,4.45,12/1/2007,12/1/2007,USD,BH,USD,6.99,iPhone,iOS
613,613,APPLE,US,546.0,12/1/2007,12/1/2007,JPY,JP,JPY,780.0,iPhone,iOS
614,614,APPLE,US,4.9,12/1/2007,12/1/2007,USD,DO,USD,6.99,iPhone,iOS
615,615,APPLE,US,8.16,12/1/2007,12/1/2007,BGN,BG,BGN,13.99,iPhone,iOS
616,616,APPLE,US,99.57,12/1/2007,12/1/2007,MXN,MX,MXN,-165.0,iPhone,iOS
618,618,APPLE,US,6.99,12/1/2007,12/1/2007,NZD,NZ,NZD,11.49,iPhone,iOS
619,619,APPLE,US,0.0,12/1/2007,12/1/2007,BRL,BR,BRL,0.0,iPhone,iOS
620,620,APPLE,US,0.0,12/1/2007,12/1/2007,USD,KE,USD,0.0,iPhone,iOS
621,621,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,XK,EUR,0.0,iPhone,iOS
622,622,APPLE,US,0.0,12/1/2007,12/1/2007,USD,LB,USD,0.0,iPhone,iOS
623,623,APPLE,US,0.0,12/1/2007,12/1/2007,USD,UZ,USD,0.0,iPhone,iOS
625,625,APPLE,US,4.11,12/1/2007,12/1/2007,EUR,DE,EUR,6.99,iPhone,iOS
627,627,APPLE,US,1868.75,12/1/2007,12/1/2007,KZT,KZ,KZT,2990.0,iPhone,iOS
628,628,APPLE,US,546.0,12/1/2007,12/1/2007,JPY,JP,JPY,780.0,iPhone,iOS
629,629,APPLE,US,4.04,12/1/2007,12/1/2007,EUR,LV,EUR,6.99,iPhone,iOS
631,631,APPLE,US,4.11,12/1/2007,12/1/2007,EUR,DE,EUR,6.99,iPhone,iOS
632,632,APPLE,US,0.0,12/1/2007,12/1/2007,EUR,IE,EUR,0.0,iPhone,iOS
633,633,APPLE,US,4.9,12/1/2007,12/1/2007,USD,US,USD,6.99,iPad,iOS
